id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,quote
8119,SafePal,SFP,safepal,220,2020-12-28T00:00:00.000Z,"wallet, ethereum-ecosystem, binance-launchpad, injective-ecosystem, bnb-chain",500000000.0,487500000.0,500000000.0,BNB Smart Chain (BEP20),"{'price': 0.7484074062947375, 'volume_24h': 4113897.76028522, 'volume_change_24h': 10.2128, 'percent_change_1h': -0.48334806, 'percent_change_24h': -5.49535765, 'percent_change_7d': -1.92549228, 'percent_change_30d': 0.1700863, 'percent_change_60d': -6.30693692, 'percent_change_90d': -2.71185509, 'market_cap': 364848610.5686845, 'market_cap_dominance': 0.018, 'fully_diluted_market_cap': 374203703.15, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
30126,cat in a dogs world,MEW,mew,188,2024-03-26T06:41:06.000Z,"memes, solana-ecosystem, doggone-doggerel, cat-themed",88888888888.0,88888888888.0,88888888888.0,Solana,"{'price': 0.004056117720807005, 'volume_24h': 26489209.24608533, 'volume_change_24h': -29.4313, 'percent_change_1h': -0.23146193, 'percent_change_24h': -7.64294379, 'percent_change_7d': -1.57661201, 'percent_change_30d': -9.12545168, 'percent_change_60d': 4.25930741, 'percent_change_90d': -8.12613344, 'market_cap': 360543797.40146166, 'market_cap_dominance': 0.0178, 'fully_diluted_market_cap': 360543797.4, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
7548,WEMIX,WEMIX,wemix,56,2020-10-29T00:00:00.000Z,"platform, collectibles-nfts, gaming, metaverse, play-to-earn",590000000.0,410583443.12,530177267.37,N/A,"{'price': 0.8719798238339114, 'volume_24h': 2041577.51947297, 'volume_change_24h': -1.1418, 'percent_change_1h': -0.04914395, 'percent_change_24h': -2.80555613, 'percent_change_7d': 3.65448531, 'percent_change_30d': 19.10668156, 'percent_change_60d': -28.56295181, 'percent_change_90d': -3.87876169, 'market_cap': 358020478.4008984, 'market_cap_dominance': 0.0176, 'fully_diluted_market_cap': 514468096.06, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
23121,Blur,BLUR,blur-token,257,2023-02-13T15:07:24.000Z,"collectibles-nfts, egirl-capital-portfolio",,1876046634.7983255,3000000000.0,Ethereum,"{'price': 0.1725072623875706, 'volume_24h': 32313724.28026107, 'volume_change_24h': 38.7935, 'percent_change_1h': -0.51175593, 'percent_change_24h': -7.34364039, 'percent_change_7d': -0.44974652, 'percent_change_30d': 9.49744379, 'percent_change_60d': -10.09925649, 'percent_change_90d': -31.35609968, 'market_cap': 323631669.0804736, 'market_cap_dominance': 0.0159, 'fully_diluted_market_cap': 517521787.16, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
4846,Kava,KAVA,kava,180,2019-10-25T00:00:00.000Z,"cosmos-ecosystem, defi, binance-launchpad, binance-labs-portfolio, lending-borowing, arrington-xrp-capital-portfolio, framework-ventures-portfolio, hashkey-capital-portfolio, injective-ecosystem, layer-1, dwf-labs-portfolio",,1082854736.0,1082854736.0,Ethereum,"{'price': 0.2983576838871151, 'volume_24h': 6355350.76430174, 'volume_change_24h': -26.4593, 'percent_change_1h': -0.93436968, 'percent_change_24h': -5.44754891, 'percent_change_7d': 3.26585102, 'percent_change_30d': -3.22316396, 'percent_change_60d': -28.89727872, 'percent_change_90d': -33.28501279, 'market_cap': 323078031.0191535, 'market_cap_dominance': 0.0159, 'fully_diluted_market_cap': 323078031.02, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
27659,Mog Coin,MOG,mog-coin,99,2023-07-21T19:17:41.000Z,"memes, base-ecosystem, cat-themed",420690000000000.0,360447686344655.8,360447686344655.8,Ethereum,"{'price': 8.953223767770711e-07, 'volume_24h': 14093864.40783095, 'volume_change_24h': 43.2452, 'percent_change_1h': -0.94264809, 'percent_change_24h': -14.06912374, 'percent_change_7d': 7.29185109, 'percent_change_30d': -13.80309787, 'percent_change_60d': -55.68204687, 'percent_change_90d': 24.09897721, 'market_cap': 322716879.2418935, 'market_cap_dominance': 0.0159, 'fully_diluted_market_cap': 376653170.69, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
2777,IoTeX,IOTX,iotex,226,2018-05-25T00:00:00.000Z,"platform, distributed-computing, iot, hashkey-capital-portfolio, kenetic-capital-portfolio, iotex-ecosystem, bnb-chain, depin",10000000000.0,9441372454.0,9441372459.0,N/A,"{'price': 0.033786250295615314, 'volume_24h': 6327707.40332313, 'volume_change_24h': 39.5386, 'percent_change_1h': -0.39107946, 'percent_change_24h': -5.51234367, 'percent_change_7d': 4.74268686, 'percent_change_30d': 7.88766244, 'percent_change_60d': -28.87987256, 'percent_change_90d': -28.68354231, 'market_cap': 318988572.86497176, 'market_cap_dominance': 0.0157, 'fully_diluted_market_cap': 337862502.96, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
6538,Curve DAO Token,CRV,curve-dao-token,746,2020-08-14T00:00:00.000Z,"decentralized-exchange-dex-token, defi, dao, yield-farming, amm, governance, framework-ventures-portfolio, alameda-research-portfolio, polygon-ecosystem, fantom-ecosystem, arbitrum-ecosytem, optimism-ecosystem, dwf-labs-portfolio",,1196062639.0,2169939793.48295,Ethereum,"{'price': 0.2619644667621741, 'volume_24h': 59281622.3056958, 'volume_change_24h': 24.6622, 'percent_change_1h': 0.0504519, 'percent_change_24h': -5.44588881, 'percent_change_7d': -4.71401211, 'percent_change_30d': -19.44911109, 'percent_change_60d': -8.17443698, 'percent_change_90d': -10.09827929, 'market_cap': 313325911.43979377, 'market_cap_dominance': 0.0154, 'fully_diluted_market_cap': 568447120.91, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
21585,Safe,SAFE,safe1,61,2022-08-26T09:17:14.000Z,"staking, wallet, account-abstraction",1000000000.0,463757969.0,1000000000.0,Ethereum,"{'price': 0.670657492442767, 'volume_24h': 5219147.27711837, 'volume_change_24h': 13.727, 'percent_change_1h': -0.65663242, 'percent_change_24h': -6.32435254, 'percent_change_7d': -3.66111432, 'percent_change_30d': -0.13476191, 'percent_change_60d': -50.44819975, 'percent_change_90d': -47.38550059, 'market_cap': 311022756.5898905, 'market_cap_dominance': 0.0153, 'fully_diluted_market_cap': 670657492.44, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
18069,GMT,GMT,green-metaverse-token,378,2022-03-09T12:47:15.000Z,"collectibles-nfts, gaming, binance-smart-chain, binance-launchpad, solana-ecosystem, bnb-chain, move-to-earn",,2458782656.6861563,5291618523.969911,Ethereum,"{'price': 0.12581662393487741, 'volume_24h': 46665952.94793885, 'volume_change_24h': 230.4028, 'percent_change_1h': -3.71116682, 'percent_change_24h': -7.59981718, 'percent_change_7d': 7.71452961, 'percent_change_30d': 17.22928389, 'percent_change_60d': -20.21188694, 'percent_change_90d': -19.01237719, 'market_cap': 309355732.85388094, 'market_cap_dominance': 0.0152, 'fully_diluted_market_cap': 665773577.84, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
5034,Kusama,KSM,kusama,243,2019-12-12T00:00:00.000Z,"substrate, polkadot-ecosystem, cms-holdings-portfolio, kenetic-capital-portfolio, 1confirmation-portfolio, vbc-ventures-portfolio",,15467155.32604736,15467155.32604736,N/A,"{'price': 19.94730637941102, 'volume_24h': 20262289.59397658, 'volume_change_24h': -1.7412, 'percent_change_1h': -0.56912074, 'percent_change_24h': -5.99233175, 'percent_change_7d': 7.48119072, 'percent_change_30d': 18.70303412, 'percent_change_60d': -12.39068069, 'percent_change_90d': -13.340847, 'market_cap': 308528086.10660565, 'market_cap_dominance': 0.0152, 'fully_diluted_market_cap': 308528086.11, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
3964,Reserve Rights,RSR,reserve-rights,236,2019-05-24T00:00:00.000Z,"store-of-value, defi, coinbase-ventures-portfolio, dcg-portfolio, real-world-assets",,51059494603.0,100000000000.0,Ethereum,"{'price': 0.0059358140446566805, 'volume_24h': 23352289.37936709, 'volume_change_24h': 19.4996, 'percent_change_1h': 0.1995176, 'percent_change_24h': -3.32050726, 'percent_change_7d': 13.2528217, 'percent_change_30d': 45.67775166, 'percent_change_60d': 4.15252006, 'percent_change_90d': 12.47646397, 'market_cap': 303079665.1775594, 'market_cap_dominance': 0.0149, 'fully_diluted_market_cap': 593581404.47, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
8104,1inch Network,1INCH,1inch,493,2020-12-25T00:00:00.000Z,"decentralized-exchange-dex-token, defi, wallet, amm, binance-labs-portfolio, blockchain-capital-portfolio, dragonfly-capital-portfolio, fabric-ventures-portfolio, alameda-research-portfolio, parafi-capital, spartan-group, bnb-chain, celsius-bankruptcy-estate",,1270266075.6239505,1500000000.0,Ethereum,"{'price': 0.23684085600207483, 'volume_24h': 27620804.77187445, 'volume_change_24h': 61.0636, 'percent_change_1h': -1.61998556, 'percent_change_24h': -9.51798221, 'percent_change_7d': -4.51545171, 'percent_change_30d': -2.94436919, 'percent_change_60d': -45.08071368, 'percent_change_90d': -37.99020828, 'market_cap': 300850904.70117277, 'market_cap_dominance': 0.0148, 'fully_diluted_market_cap': 355261284, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
6945,Amp,AMP,amp,147,2020-09-08T00:00:00.000Z,"sec-security-token, alleged-sec-securities",,80722574661.29153,99213408535.0,Ethereum,"{'price': 0.003676683338537707, 'volume_24h': 6879779.2524081, 'volume_change_24h': 36.9593, 'percent_change_1h': -0.32026186, 'percent_change_24h': -3.62723917, 'percent_change_7d': 0.6805082, 'percent_change_30d': -5.01866033, 'percent_change_60d': -21.02693653, 'percent_change_90d': -23.27156212, 'market_cap': 296791345.30103666, 'market_cap_dominance': 0.0146, 'fully_diluted_market_cap': 364776286.12, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
12220,Osmosis,OSMO,osmosis,395,2021-09-30T16:58:27.000Z,"cosmos-ecosystem, injective-ecosystem, modular-blockchain",1000000000.0,683008480.318677,997917267.213206,N/A,"{'price': 0.4301882114728496, 'volume_24h': 13235389.28244428, 'volume_change_24h': 107.961, 'percent_change_1h': -1.01906122, 'percent_change_24h': -0.31653737, 'percent_change_7d': 13.70683753, 'percent_change_30d': 20.33187024, 'percent_change_60d': -20.17974412, 'percent_change_90d': -19.4696407, 'market_cap': 293822196.5690806, 'market_cap_dominance': 0.0145, 'fully_diluted_market_cap': 430188211.47, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
7501,WOO,WOO,wootrade,339,2020-10-23T00:00:00.000Z,"centralized-exchange, decentralized-exchange-dex-token, defi, yield-farming, amm, three-arrows-capital-portfolio, exnetwork-capital-portfolio, polygon-ecosystem, arbitrum-ecosytem, mvb, vbc-ventures-portfolio, injective-ecosystem, bnb-chain",,1823393231.3600645,2225501669.037396,Ethereum,"{'price': 0.1609198284617128, 'volume_24h': 8613674.10087132, 'volume_change_24h': 34.3513, 'percent_change_1h': -0.42042202, 'percent_change_24h': -7.46643658, 'percent_change_7d': 13.61068618, 'percent_change_30d': 10.0104511, 'percent_change_60d': -22.13336595, 'percent_change_90d': -22.55425852, 'market_cap': 293420126.0087098, 'market_cap_dominance': 0.0145, 'fully_diluted_market_cap': 358127346.82, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
23711,Echelon Prime,PRIME,echelon-prime,72,2023-03-01T16:41:56.000Z,"ai-big-data, collectibles-nfts, gaming, paradigm-portfolio, generative-ai, base-ecosystem",111111112.0,35773841.0,111111111.1,Ethereum,"{'price': 8.13462259471867, 'volume_24h': 3692760.09031391, 'volume_change_24h': -30.7118, 'percent_change_1h': -0.14605764, 'percent_change_24h': -8.1948711, 'percent_change_7d': 20.97042392, 'percent_change_30d': 34.75883488, 'percent_change_60d': -8.81062864, 'percent_change_90d': -9.78264763, 'market_cap': 291006695.2984731, 'market_cap_dominance': 0.0143, 'fully_diluted_market_cap': 903846962.2, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
14806,ConstitutionDAO,PEOPLE,constitutiondao,237,2021-11-19T03:12:15.000Z,"dao, political-memes",,5060137334.7,5060137334.7,Ethereum,"{'price': 0.05673431733467166, 'volume_24h': 64834074.41611781, 'volume_change_24h': -10.4918, 'percent_change_1h': 0.13218037, 'percent_change_24h': -4.92612204, 'percent_change_7d': 6.93340227, 'percent_change_30d': 12.76376975, 'percent_change_60d': -29.58459005, 'percent_change_90d': -30.85566708, 'market_cap': 287083437.30388945, 'market_cap_dominance': 0.0141, 'fully_diluted_market_cap': 287083437.3, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
28932,Dymension,DYM,dymension,116,2024-02-06T10:00:00.000Z,"cosmos-ecosystem, modular-blockchain",,203041820.0,1033289359.0,N/A,"{'price': 1.3989030003325071, 'volume_24h': 10157588.84243778, 'volume_change_24h': -1.377, 'percent_change_1h': -1.68127872, 'percent_change_24h': -4.54064297, 'percent_change_7d': 6.02143907, 'percent_change_30d': 0.55635592, 'percent_change_60d': -31.68129364, 'percent_change_90d': -14.59733542, 'market_cap': 284035811.19097286, 'market_cap_dominance': 0.014, 'fully_diluted_market_cap': 1445471584.52, 'tvl': None, 'last_updated': '2024-09-16T02:25:00.000Z'}"
29676,Aevo,AEVO,aevo,140,2024-03-07T06:26:50.000Z,"ethereum-ecosystem, dex, binance-launchpool, layer-2",1000000000.0,871053694.3284068,1000000000.0,Ethereum,"{'price': 0.32448157076947975, 'volume_24h': 18364571.91036206, 'volume_change_24h': -3.3817, 'percent_change_1h': -0.76643002, 'percent_change_24h': -7.13390941, 'percent_change_7d': -1.29635237, 'percent_change_30d': -2.89242816, 'percent_change_60d': -43.43679819, 'percent_change_90d': -34.22940086, 'market_cap': 282640870.9602397, 'market_cap_dominance': 0.0139, 'fully_diluted_market_cap': 324481570.77, 'tvl': 50662796.80588, 'last_updated': '2024-09-16T02:24:00.000Z'}"
131,Dash,DASH,dash,440,2014-02-14T00:00:00.000Z,"mineable, hybrid-pow-pos, x11, medium-of-exchange, masternodes, dao, governance, alleged-sec-securities",18900000.0,11952736.21647144,11952736.21647144,N/A,"{'price': 23.23665759619043, 'volume_24h': 28801384.21496463, 'volume_change_24h': 1.5839, 'percent_change_1h': -0.72532033, 'percent_change_24h': -5.66781574, 'percent_change_7d': -2.72866138, 'percent_change_30d': -7.77465799, 'percent_change_60d': -16.60308387, 'percent_change_90d': 0.66112248, 'market_cap': 277741638.79973155, 'market_cap_dominance': 0.0137, 'fully_diluted_market_cap': 439172828.57, 'tvl': None, 'last_updated': '2024-09-16T02:25:00.000Z'}"
5488,JUST,JST,just,145,2020-05-07T00:00:00.000Z,"defi, tron-ecosystem",9900000000.0,9900000000.0,9900000000.0,Tron20,"{'price': 0.027928800452949425, 'volume_24h': 13028469.4683114, 'volume_change_24h': 7.6505, 'percent_change_1h': -0.0673568, 'percent_change_24h': -0.36434424, 'percent_change_7d': -1.66251243, 'percent_change_30d': 1.93743728, 'percent_change_60d': -6.63743066, 'percent_change_90d': 4.72910933, 'market_cap': 276495124.4841993, 'market_cap_dominance': 0.0136, 'fully_diluted_market_cap': 276495124.48, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
20314,Terra,LUNA,terra-luna-v2,180,2022-05-26T12:47:26.000Z,alleged-sec-securities,,695589818.437077,1186707049.0,N/A,"{'price': 0.38961032307489274, 'volume_24h': 49552074.66422644, 'volume_change_24h': -40.2161, 'percent_change_1h': -0.02790576, 'percent_change_24h': -7.15968248, 'percent_change_7d': 16.6619435, 'percent_change_30d': 23.86827426, 'percent_change_60d': -12.01458397, 'percent_change_90d': -6.83870807, 'market_cap': 271008973.88887554, 'market_cap_dominance': 0.0133, 'fully_diluted_market_cap': 462353316.76, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
2682,Holo,HOT,holo,204,2018-04-29T00:00:00.000Z,"platform, distributed-computing, filesharing, storage, depin",,173841360397.95038,177619433541.14133,Ethereum,"{'price': 0.0015441587115889667, 'volume_24h': 8006304.1496521, 'volume_change_24h': 34.9055, 'percent_change_1h': -0.5321001, 'percent_change_24h': -5.77599483, 'percent_change_7d': -0.88781342, 'percent_change_30d': 14.50499677, 'percent_change_60d': -17.02152265, 'percent_change_90d': -11.3142998, 'market_cap': 268438651.0929723, 'market_cap_dominance': 0.0132, 'fully_diluted_market_cap': 274272595.65, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
1455,Golem,GLM,golem-network-tokens,185,2016-11-18T00:00:00.000Z,"platform, ai-big-data, distributed-computing, payments, polygon-ecosystem, web3, depin",,1000000000.0,1000000000.0,Ethereum,"{'price': 0.26628209212799564, 'volume_24h': 6431204.72084628, 'volume_change_24h': 14.4957, 'percent_change_1h': -0.35496886, 'percent_change_24h': -5.6619945, 'percent_change_7d': 0.97644072, 'percent_change_30d': -11.46866867, 'percent_change_60d': -23.26016657, 'percent_change_90d': -28.58756408, 'market_cap': 266282092.12799564, 'market_cap_dominance': 0.0131, 'fully_diluted_market_cap': 266282092.13, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
2299,aelf,ELF,aelf,116,2017-12-21T00:00:00.000Z,"marketplace, enterprise-solutions, arrington-xrp-capital-portfolio, huobi-capital-portfolio, bnb-chain",,732939804.28419,1000000000.0,N/A,"{'price': 0.35320888288300356, 'volume_24h': 13303662.85981371, 'volume_change_24h': 6.2101, 'percent_change_1h': -0.62971658, 'percent_change_24h': -5.79487267, 'percent_change_7d': -2.62531898, 'percent_change_30d': -7.04683642, 'percent_change_60d': -12.69130333, 'percent_change_90d': -18.93893268, 'market_cap': 258880849.49170604, 'market_cap_dominance': 0.0127, 'fully_diluted_market_cap': 353208882.88, 'tvl': None, 'last_updated': '2024-09-16T02:25:00.000Z'}"
1697,Basic Attention Token,BAT,basic-attention-token,492,2017-06-01T00:00:00.000Z,"marketing, content-creation, defi, payments, dcg-portfolio, 1confirmation-portfolio, pantera-capital-portfolio, web3, bnb-chain",,1495658356.9526057,1500000000.0,Ethereum,"{'price': 0.16975634965353958, 'volume_24h': 7661289.65253181, 'volume_change_24h': 35.6117, 'percent_change_1h': -0.30216211, 'percent_change_24h': -2.53748252, 'percent_change_7d': 7.06801009, 'percent_change_30d': 5.56355758, 'percent_change_60d': -15.12672619, 'percent_change_90d': -7.59182519, 'market_cap': 253897503.00508505, 'market_cap_dominance': 0.0125, 'fully_diluted_market_cap': 254634524.48, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
32120,Gravity,G,gravity-token,86,2024-07-05T03:29:52.000Z,"ethereum-ecosystem, binance-launchpool, spartan-group, dwf-labs-portfolio",12000000000.0,7232700004.57,12000000000.0,Ethereum,"{'price': 0.03499400186840151, 'volume_24h': 23314920.67717108, 'volume_change_24h': 14.803, 'percent_change_1h': -1.59507807, 'percent_change_24h': -4.54438114, 'percent_change_7d': 6.79231533, 'percent_change_30d': -15.40440207, 'percent_change_60d': -39.48065327, 'percent_change_90d': -39.48065327, 'market_cap': 253101117.47351015, 'market_cap_dominance': 0.0125, 'fully_diluted_market_cap': 419928022.42, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
1680,Aragon,ANT,aragon,180,2017-05-18T00:00:00.000Z,"platform, enterprise-solutions, dao, ethereum-ecosystem, governance, boostvc-portfolio, placeholder-ventures-portfolio, web3",,43191530.54557042,43191530.54557042,Ethereum,"{'price': 5.833324311053665, 'volume_24h': 807903.40885913, 'volume_change_24h': -2.38, 'percent_change_1h': 0.17960453, 'percent_change_24h': -3.3400251, 'percent_change_7d': 0.08435125, 'percent_change_30d': -17.67251766, 'percent_change_60d': -32.33659955, 'percent_change_90d': -32.99869687, 'market_cap': 251950205.16309288, 'market_cap_dominance': 0.0124, 'fully_diluted_market_cap': 251950205.16, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
28301,Memecoin,MEME,meme,132,2023-11-03T08:03:36.000Z,"collectibles-nfts, memes, binance-launchpool",69000000000.0,26347040182.73077,69000000000.0,Ethereum,"{'price': 0.009462152587213921, 'volume_24h': 19814397.09150971, 'volume_change_24h': 17.4827, 'percent_change_1h': -0.66120735, 'percent_change_24h': -5.6450386, 'percent_change_7d': 2.79510152, 'percent_change_30d': -4.90870372, 'percent_change_60d': -43.19732962, 'percent_change_90d': -45.8662479, 'market_cap': 249299714.4304551, 'market_cap_dominance': 0.0123, 'fully_diluted_market_cap': 652888528.52, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
13631,Manta Network,MANTA,manta-network,127,2024-01-18T10:00:24.000Z,"zero-knowledge-proofs, ethereum-ecosystem, binance-launchpool, polychain-capital-portfolio, layer-2, binance-labs-portfolio, web3, skyvision-capital-portfolio, spartan-group, modular-blockchain",,379044831.45,1000000000.0,Manta Pacific,"{'price': 0.6574690958685426, 'volume_24h': 12189734.19310712, 'volume_change_24h': 3.4958, 'percent_change_1h': -0.88218966, 'percent_change_24h': -6.79572481, 'percent_change_7d': 0.7060927, 'percent_change_30d': -3.07356034, 'percent_change_60d': -35.68433908, 'percent_change_90d': -36.13642316, 'market_cap': 249210262.6270756, 'market_cap_dominance': 0.0123, 'fully_diluted_market_cap': 657469095.87, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
2469,Zilliqa,ZIL,zilliqa,354,2018-01-25T00:00:00.000Z,"mineable, platform, payments, smart-contracts, polychain-capital-portfolio, metaverse, kenetic-capital-portfolio, zilliqa-ecosystem, bnb-chain",,18704789775.00795,19393945200.71795,N/A,"{'price': 0.013121186958092126, 'volume_24h': 11492731.27073844, 'volume_change_24h': -6.5278, 'percent_change_1h': -0.74292411, 'percent_change_24h': -5.72909783, 'percent_change_7d': 2.19201062, 'percent_change_30d': -0.69834059, 'percent_change_60d': -24.95167889, 'percent_change_90d': -19.57802136, 'market_cap': 245429043.64968926, 'market_cap_dominance': 0.0121, 'fully_diluted_market_cap': 254471580.83, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
3783,Ankr,ANKR,ankr,328,2019-03-06T00:00:00.000Z,"platform, cosmos-ecosystem, enterprise-solutions, distributed-computing, defi, filesharing, staking, substrate, pantera-capital-portfolio, polygon-ecosystem, celo-ecosystem, injective-ecosystem, bnb-chain, liquid-staking-derivatives, rollups-as-a-service, depin",,10000000000.0,10000000000.0,Ethereum,"{'price': 0.024525020815263088, 'volume_24h': 7015868.13601277, 'volume_change_24h': 10.878, 'percent_change_1h': -0.41050984, 'percent_change_24h': -3.51841618, 'percent_change_7d': 8.20610207, 'percent_change_30d': -0.18350008, 'percent_change_60d': -20.8356847, 'percent_change_90d': -15.0076056, 'market_cap': 245250208.15263087, 'market_cap_dominance': 0.0121, 'fully_diluted_market_cap': 245250208.15, 'tvl': 42052633.2824, 'last_updated': '2024-09-16T02:24:00.000Z'}"
28541,Jito,JTO,jito,230,2023-12-07T16:04:41.000Z,"defi, staking, dao, solana-ecosystem, liquid-staking-derivatives",,126649520.0,1000000000.0,Solana,"{'price': 1.9352547635553392, 'volume_24h': 20133918.51917046, 'volume_change_24h': 15.7283, 'percent_change_1h': -0.04747127, 'percent_change_24h': -5.16044016, 'percent_change_7d': -4.05984478, 'percent_change_30d': -18.03508492, 'percent_change_60d': -19.68131664, 'percent_change_90d': -19.62028383, 'market_cap': 245099086.8819972, 'market_cap_dominance': 0.0121, 'fully_diluted_market_cap': 1935254763.56, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
1896,0x Protocol,ZRX,0x,370,2017-08-16T00:00:00.000Z,"platform, decentralized-exchange-dex-token, defi, scaling, dao, substrate, polkadot, polychain-capital-portfolio, governance, blockchain-capital-portfolio, boostvc-portfolio, fabric-ventures-portfolio, kenetic-capital-portfolio, placeholder-ventures-portfolio, pantera-capital-portfolio, celsius-bankruptcy-estate",1000000000.0,848396562.8973439,1000000000.0,Ethereum,"{'price': 0.28266274546697623, 'volume_24h': 9528487.1235772, 'volume_change_24h': 22.6616, 'percent_change_1h': -0.38381729, 'percent_change_24h': -3.97129678, 'percent_change_7d': 3.52847901, 'percent_change_30d': -5.37439648, 'percent_change_60d': -22.13411357, 'percent_change_90d': -16.15802036, 'market_cap': 239810101.7133094, 'market_cap_dominance': 0.0118, 'fully_diluted_market_cap': 282662745.47, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
1042,Siacoin,SC,siacoin,113,2015-08-26T00:00:00.000Z,"mineable, pow, blake2b, platform, distributed-computing, filesharing, storage, dragonfly-capital-portfolio, fenbushi-capital-portfolio, paradigm-portfolio, web3, near-protocol-ecosystem, depin",,57740391700.25071,57769785000.0,N/A,"{'price': 0.004145097105886139, 'volume_24h': 2053848.6786506, 'volume_change_24h': 10.6341, 'percent_change_1h': -1.82357844, 'percent_change_24h': -4.23540663, 'percent_change_7d': -0.52467513, 'percent_change_30d': -5.86539544, 'percent_change_60d': -18.00436938, 'percent_change_90d': -1.31491185, 'market_cap': 239339530.52944124, 'market_cap_dominance': 0.0118, 'fully_diluted_market_cap': 239461368.61, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
5567,Celo,CELO,celo,272,2020-05-22T00:00:00.000Z,"pos, zero-knowledge-proofs, mobile, payments, smart-contracts, coinbase-ventures-portfolio, polychain-capital-portfolio, dragonfly-capital-portfolio, electric-capital-portfolio, a16z-portfolio, celo-ecosystem, dwf-labs-portfolio",1000000000.0,548116086.0,1000000000.0,N/A,"{'price': 0.4323158373688972, 'volume_24h': 8425340.74632935, 'volume_change_24h': 41.3551, 'percent_change_1h': -0.87596983, 'percent_change_24h': -3.02095821, 'percent_change_7d': 3.70386429, 'percent_change_30d': -2.6766435, 'percent_change_60d': -26.79857931, 'percent_change_90d': -23.18427532, 'market_cap': 236959264.6944525, 'market_cap_dominance': 0.0117, 'fully_diluted_market_cap': 432315837.37, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
2130,Enjin Coin,ENJ,enjin-coin,426,2017-11-01T00:00:00.000Z,"media, vr-ar, collectibles-nfts, gaming, polkadot-ecosystem, metaverse, arrington-xrp-capital-portfolio, layer-1",,1727707059.0639722,1835406761.5496597,N/A,"{'price': 0.13495336050266815, 'volume_24h': 9665836.44603908, 'volume_change_24h': 35.1037, 'percent_change_1h': -0.47489542, 'percent_change_24h': -8.53221202, 'percent_change_7d': -2.75573304, 'percent_change_30d': 3.00858139, 'percent_change_60d': -32.63951007, 'percent_change_90d': -26.997596, 'market_cap': 233159873.58486483, 'market_cap_dominance': 0.0115, 'fully_diluted_market_cap': 247694310.36, 'tvl': None, 'last_updated': '2024-09-16T02:25:00.000Z'}"
10529,Sun (New),SUN,sun-token,134,2021-06-21T00:00:00.000Z,tron-ecosystem,,9951640722.0,19900730000.0,Tron20,"{'price': 0.023313904947814667, 'volume_24h': 46415034.12145855, 'volume_change_24h': -14.9349, 'percent_change_1h': -0.84271814, 'percent_change_24h': -5.23925878, 'percent_change_7d': -15.77938033, 'percent_change_30d': 124.39176285, 'percent_change_60d': 110.8765465, 'percent_change_90d': 98.55766776, 'market_cap': 232011605.86750972, 'market_cap_dominance': 0.0114, 'fully_diluted_market_cap': 463963727.61, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
