id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,quote
2577,Ravencoin,RVN,ravencoin,166,2018-03-10T00:00:00.000Z,"mineable, pow, platform, crowdfunding",21000000000.0,14284357657.963917,14284357657.963917,N/A,"{'price': 0.016217873617505096, 'volume_24h': 5716531.02930027, 'volume_change_24h': 7.7574, 'percent_change_1h': -0.99184799, 'percent_change_24h': -6.6909113, 'percent_change_7d': -6.90002468, 'percent_change_30d': 9.02412708, 'percent_change_60d': -19.43914988, 'percent_change_90d': -18.10156754, 'market_cap': 231661907.2040999, 'market_cap_dominance': 0.0114, 'fully_diluted_market_cap': 340575345.97, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
1684,Qtum,QTUM,qtum,261,2017-05-24T00:00:00.000Z,"platform, smart-contracts, kenetic-capital-portfolio, bitcoin-ecosystem",,105317992.5,107822406.0,N/A,"{'price': 2.1772672227197147, 'volume_24h': 27019612.21245648, 'volume_change_24h': -8.3726, 'percent_change_1h': -0.41657078, 'percent_change_24h': -5.79175251, 'percent_change_7d': -0.44092171, 'percent_change_30d': -2.04506856, 'percent_change_60d': -22.32737616, 'percent_change_90d': -13.08957915, 'market_cap': 229305413.03289074, 'market_cap_dominance': 0.0113, 'fully_diluted_market_cap': 234758190.46, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
27565,Arkham,ARKM,arkham,167,2023-07-18T09:32:13.000Z,"marketplace, ai-big-data, research, ethereum-ecosystem, governance, binance-launchpad, binance-labs-portfolio, analytics",1000000000.0,225100000.0,1000000000.0,Ethereum,"{'price': 0.997259272201861, 'volume_24h': 29058987.68053094, 'volume_change_24h': 12.3902, 'percent_change_1h': -0.93544895, 'percent_change_24h': -6.32363544, 'percent_change_7d': 0.10626261, 'percent_change_30d': -1.60846079, 'percent_change_60d': -39.80815963, 'percent_change_90d': -35.48704564, 'market_cap': 224483062.1726389, 'market_cap_dominance': 0.0111, 'fully_diluted_market_cap': 997259272.2, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
21846,SPACE ID,ID,space-id,203,2022-09-16T05:55:56.000Z,"binance-launchpad, mvb, dwf-labs-portfolio",2000000000.0,680705916.2355517,1995442028.568885,Ethereum,"{'price': 0.3283894749035905, 'volume_24h': 8359974.80517339, 'volume_change_24h': 33.7304, 'percent_change_1h': -0.4475287, 'percent_change_24h': -5.44934395, 'percent_change_7d': 0.87690716, 'percent_change_30d': -7.4686126, 'percent_change_60d': -30.78206673, 'percent_change_90d': -26.52906201, 'market_cap': 223536658.39636028, 'market_cap_dominance': 0.011, 'fully_diluted_market_cap': 656778949.81, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
29814,ether.fi,ETHFI,ether-fi-ethfi,181,2024-03-13T06:06:39.000Z,"defi, staking, binance-launchpool, eigenlayer-ecosystem",1000000000.0,174948880.0,1000000000.0,Ethereum,"{'price': 1.2681830074821505, 'volume_24h': 34613803.7472349, 'volume_change_24h': 20.3998, 'percent_change_1h': -0.7084557, 'percent_change_24h': -7.59066051, 'percent_change_7d': -2.00424382, 'percent_change_30d': -7.84297676, 'percent_change_60d': -48.31087206, 'percent_change_90d': -59.27111219, 'market_cap': 221867196.79403386, 'market_cap_dominance': 0.0109, 'fully_diluted_market_cap': 1268183007.48, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
2467,OriginTrail,TRAC,origintrail,64,2018-01-25T00:00:00.000Z,"marketplace, logistics, ai-big-data, enterprise-solutions, distributed-computing, data-provenance, privacy, interoperability, smart-contracts, ethereum-ecosystem, polkadot-ecosystem, polygon-ecosystem, web3, open-source, desci, generative-ai, real-world-assets, layer-1, depin",,412369432.602,500000000.0,Ethereum,"{'price': 0.533223453239245, 'volume_24h': 2697196.835835, 'volume_change_24h': 5.6529, 'percent_change_1h': -0.51849504, 'percent_change_24h': -4.18776909, 'percent_change_7d': 6.39343213, 'percent_change_30d': -1.13660507, 'percent_change_60d': -19.34995791, 'percent_change_90d': -20.94738003, 'market_cap': 219885052.86234656, 'market_cap_dominance': 0.0108, 'fully_diluted_market_cap': 266611726.62, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
11857,GMX,GMX,gmx,397,2021-09-13T12:11:50.000Z,"decentralized-exchange-dex-token, derivatives, dex, avalanche-ecosystem, arbitrum-ecosytem",,9677362.73069116,9677362.73069116,Avalanche C-Chain,"{'price': 22.482218076356048, 'volume_24h': 8506249.68275087, 'volume_change_24h': 4.2173, 'percent_change_1h': -0.71594567, 'percent_change_24h': -7.26477999, 'percent_change_7d': -2.49361529, 'percent_change_30d': -10.43103723, 'percent_change_60d': -18.55936221, 'percent_change_90d': -19.14915272, 'market_cap': 217568579.3153991, 'market_cap_dominance': 0.0107, 'fully_diluted_market_cap': 217568579.32, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
12999,ssv.network,SSV,ssv-network,140,2021-10-22T05:12:07.000Z,,,11233472.37941594,11638486.3,Ethereum,"{'price': 19.343343712316578, 'volume_24h': 18901119.23256774, 'volume_change_24h': 99.4452, 'percent_change_1h': 0.40929582, 'percent_change_24h': -5.18984777, 'percent_change_7d': 3.62859332, 'percent_change_30d': 3.84261698, 'percent_change_60d': -44.66949669, 'percent_change_90d': -47.03046963, 'market_cap': 217292917.3178573, 'market_cap_dominance': 0.0107, 'fully_diluted_market_cap': 225127240.79, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
21259,ZetaChain,ZETA,zetachain,114,2022-08-05T02:45:23.000Z,"interoperability, smart-contracts, cross-chain, bitcoin-ecosystem, layer-1",2100000000.0,401333333.0,2100000000.0,Ethereum,"{'price': 0.5402976342293362, 'volume_24h': 148270354.00833094, 'volume_change_24h': 433.5786, 'percent_change_1h': -4.0171995, 'percent_change_24h': 2.38517335, 'percent_change_7d': 18.67018629, 'percent_change_30d': -3.70634923, 'percent_change_60d': -25.60172952, 'percent_change_90d': -34.87996342, 'market_cap': 216839450.35727438, 'market_cap_dominance': 0.0107, 'fully_diluted_market_cap': 1134625031.88, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
11948,Radix,XRD,radix-protocol,31,2021-09-17T15:12:05.000Z,"platform, layer-1, dwf-labs-portfolio",,10545381931.174496,12945381930.209286,N/A,"{'price': 0.020354594863446696, 'volume_24h': 1196819.86008341, 'volume_change_24h': -18.5541, 'percent_change_1h': -0.3461374, 'percent_change_24h': -4.11339307, 'percent_change_7d': -0.36261856, 'percent_change_30d': -19.65077941, 'percent_change_60d': -32.01694271, 'percent_change_90d': -37.58503189, 'market_cap': 214646976.889368, 'market_cap_dominance': 0.0106, 'fully_diluted_market_cap': 263498004.54, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
1785,Gas,GAS,gas,134,2017-07-06T00:00:00.000Z,"medium-of-exchange, payments, smart-contracts",,64992331.0,64992331.0,Neo,"{'price': 3.193222750725499, 'volume_24h': 3332726.31498965, 'volume_change_24h': 8.7725, 'percent_change_1h': -0.71190402, 'percent_change_24h': -4.8016266, 'percent_change_7d': 1.16159156, 'percent_change_30d': 0.0239564, 'percent_change_60d': -17.26842606, 'percent_change_90d': -5.81497849, 'market_cap': 207534989.97188213, 'market_cap_dominance': 0.0102, 'fully_diluted_market_cap': 207534989.97, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
8536,Mask Network,MASK,mask-network,284,2021-02-21T00:00:00.000Z,"communications-social-media, collectibles-nfts, content-creation, ethereum-ecosystem, metaverse, polygon-ecosystem, web3, animoca-brands-portfolio, injective-ecosystem, bnb-chain, dwf-labs-portfolio",100000000.0,100000000.0,100000000.0,Ethereum,"{'price': 2.0621050112926147, 'volume_24h': 25438350.06112095, 'volume_change_24h': 29.8437, 'percent_change_1h': -0.48807008, 'percent_change_24h': -2.10721436, 'percent_change_7d': 3.35567161, 'percent_change_30d': 5.11946563, 'percent_change_60d': -15.35932476, 'percent_change_90d': -13.10313369, 'market_cap': 206210501.12926146, 'market_cap_dominance': 0.0101, 'fully_diluted_market_cap': 206210501.13, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
17751,Threshold,T,threshold,144,2022-01-31T08:26:28.000Z,bitcoin-ecosystem,,9836969966.7932,11035000000.0,Ethereum,"{'price': 0.020901805367869425, 'volume_24h': 5084264.90184814, 'volume_change_24h': 49.1519, 'percent_change_1h': -0.60610439, 'percent_change_24h': -4.60616878, 'percent_change_7d': 2.90034821, 'percent_change_30d': -9.0924692, 'percent_change_60d': -10.92877521, 'percent_change_90d': -5.37218739, 'market_cap': 205610431.6554884, 'market_cap_dominance': 0.0101, 'fully_diluted_market_cap': 230651422.23, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
29835,io.net,IO,io-net,164,2024-06-06T04:47:03.000Z,"ai-big-data, distributed-computing, binance-launchpool, solana-ecosystem, depin",800000000.0,120286834.0,800000000.0,Solana,"{'price': 1.7006709604948125, 'volume_24h': 36119268.22358908, 'volume_change_24h': -0.7836, 'percent_change_1h': -0.20608388, 'percent_change_24h': -3.89736641, 'percent_change_7d': 7.63712128, 'percent_change_30d': 2.23948159, 'percent_change_60d': -37.81420199, 'percent_change_90d': -55.65254413, 'market_cap': 204568325.51366007, 'market_cap_dominance': 0.0101, 'fully_diluted_market_cap': 1360536768.4, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
3029,Flux,FLUX,zel,155,2018-08-02T00:00:00.000Z,"mineable, pow, ai-big-data, distributed-computing, filesharing, interoperability, masternodes, smart-contracts, dao, dapp, storage, governance, web3, cross-chain, generative-ai, depin",,353048928.54923356,440000000.0,N/A,"{'price': 0.571357378166751, 'volume_24h': 10205043.83910845, 'volume_change_24h': -26.1117, 'percent_change_1h': -0.87937007, 'percent_change_24h': -7.95752001, 'percent_change_7d': -0.04311139, 'percent_change_30d': 26.10188254, 'percent_change_60d': -13.57328039, 'percent_change_90d': -7.76140712, 'market_cap': 201717110.1804707, 'market_cap_dominance': 0.0099, 'fully_diluted_market_cap': 251397246.39, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
2943,Rocket Pool,RPL,rocket-pool,160,2018-07-17T00:00:00.000Z,"defi, liquid-staking-derivatives",,20706748.90764947,20706748.90764947,Ethereum,"{'price': 9.616460585376366, 'volume_24h': 4484986.92017778, 'volume_change_24h': 19.2843, 'percent_change_1h': -0.96791817, 'percent_change_24h': -6.75663771, 'percent_change_7d': 2.33392234, 'percent_change_30d': -5.92926595, 'percent_change_60d': -51.511159, 'percent_change_90d': -60.09395786, 'market_cap': 199125634.72169623, 'market_cap_dominance': 0.0098, 'fully_diluted_market_cap': 199125634.72, 'tvl': 3029792829.13369, 'last_updated': '2024-09-16T02:24:00.000Z'}"
24613,Open Campus,EDU,open-campus,133,2023-04-21T08:06:26.000Z,"education, binance-launchpad, animoca-brands-portfolio",1000000000.0,329843750.1157,1000000000.0,BNB Smart Chain (BEP20),"{'price': 0.5948922894279493, 'volume_24h': 4532047.86380941, 'volume_change_24h': 30.7849, 'percent_change_1h': -0.62011875, 'percent_change_24h': -2.50511757, 'percent_change_7d': 12.24166143, 'percent_change_30d': 20.01347967, 'percent_change_60d': -19.70762496, 'percent_change_90d': 2.2500695, 'market_cap': 196221503.65982917, 'market_cap_dominance': 0.0097, 'fully_diluted_market_cap': 594892289.43, 'tvl': None, 'last_updated': '2024-09-16T02:25:00.000Z'}"
3992,COTI,COTI,coti,185,2019-06-04T00:00:00.000Z,"defi, fantom-ecosystem, cardano-ecosystem, arbitrum-ecosytem, cardano, bnb-chain, dwf-labs-portfolio, sec-security-token, alleged-sec-securities",2000000000.0,1718062712.51,2000000000.0,N/A,"{'price': 0.11204914964588908, 'volume_24h': 22832354.09145799, 'volume_change_24h': -60.1429, 'percent_change_1h': -0.50837633, 'percent_change_24h': -0.6821633, 'percent_change_7d': 37.11070673, 'percent_change_30d': 50.85456129, 'percent_change_60d': 13.91860355, 'percent_change_90d': 21.03725823, 'market_cap': 192507465.9750551, 'market_cap_dominance': 0.0095, 'fully_diluted_market_cap': 224098299.29, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
9903,Convex Finance,CVX,convex-finance,234,2021-05-18T00:00:00.000Z,"defi, yield-aggregator",,98263070.55427063,99732519.84009607,Ethereum,"{'price': 1.952064339937882, 'volume_24h': 8737157.16356716, 'volume_change_24h': 2.9776, 'percent_change_1h': -0.72235235, 'percent_change_24h': -6.63415455, 'percent_change_7d': -7.96047011, 'percent_change_30d': -20.82645438, 'percent_change_60d': -22.70552245, 'percent_change_90d': -33.37811956, 'market_cap': 191815835.9617918, 'market_cap_dominance': 0.0094, 'fully_diluted_market_cap': 194684295.51, 'tvl': 983414202.49529, 'last_updated': '2024-09-16T02:24:00.000Z'}"
11156,dYdX (ethDYDX),ETHDYDX,dydx-ethdydx,290,2021-08-03T00:00:00.000Z,"cosmos-ecosystem, decentralized-exchange-dex-token, defi, derivatives, zero-knowledge-proofs, three-arrows-capital-portfolio, paradigm-portfolio, spartan-group",,220171419.3936689,399647667.4483752,Ethereum,"{'price': 0.8697016983323472, 'volume_24h': 12683936.62458961, 'volume_change_24h': 49.2864, 'percent_change_1h': -0.82609917, 'percent_change_24h': -5.11424104, 'percent_change_7d': -1.13306861, 'percent_change_30d': -17.39997617, 'percent_change_60d': -37.71846859, 'percent_change_90d': -32.02784584, 'market_cap': 191483457.37091732, 'market_cap_dominance': 0.0094, 'fully_diluted_market_cap': 347574255.11, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
1168,Decred,DCR,decred,79,2016-02-10T00:00:00.000Z,"mineable, hybrid-pow-pos, medium-of-exchange, store-of-value, dao, placeholder-ventures-portfolio",21000000.0,16321187.82312899,16321187.82312899,N/A,"{'price': 11.67403777313288, 'volume_24h': 848783.0616377, 'volume_change_24h': 6.1674, 'percent_change_1h': -0.28574418, 'percent_change_24h': -5.73168809, 'percent_change_7d': 1.75093042, 'percent_change_30d': 19.44305969, 'percent_change_60d': -16.70326542, 'percent_change_90d': -20.36655964, 'market_cap': 190534163.14960426, 'market_cap_dominance': 0.0094, 'fully_diluted_market_cap': 245154793.24, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
20362,Polymesh,POLYX,polymesh,85,2022-05-30T12:38:57.000Z,real-world-assets,,877633209.320618,1088182652.669768,N/A,"{'price': 0.2130500498702446, 'volume_24h': 7866505.01645572, 'volume_change_24h': 31.5298, 'percent_change_1h': -0.59389738, 'percent_change_24h': -6.88583143, 'percent_change_7d': -0.03258691, 'percent_change_30d': 4.15017198, 'percent_change_60d': -21.42398638, 'percent_change_90d': -32.11124014, 'market_cap': 186979799.01354048, 'market_cap_dominance': 0.0092, 'fully_diluted_market_cap': 231837368.42, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
29470,Ethena USDe,USDe,ethena-usde,74,2024-02-20T11:05:01.000Z,"stablecoin, asset-backed-stablecoin, binance-labs-portfolio, dragonfly-capital-portfolio, usd-stablecoin, eigenlayer-ecosystem",,2661676693.745782,2661676693.745782,Ethereum,"{'price': 0.9989246509484527, 'volume_24h': 42710534.25467809, 'volume_change_24h': -78.5204, 'percent_change_1h': -0.0144314, 'percent_change_24h': 0.00467482, 'percent_change_7d': -0.0167993, 'percent_change_30d': -0.03901021, 'percent_change_60d': -0.00640438, 'percent_change_90d': -0.17064282, 'market_cap': 2658814462.237637, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 2658814462.24, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
27765,Zeebu,ZBU,zeebu,15,2023-08-09T17:44:17.000Z,loyalty,5000000000.0,329707787.0,4200840584.329,Ethereum,"{'price': 4.6573853640274026, 'volume_24h': 35909661.2820259, 'volume_change_24h': 22.2388, 'percent_change_1h': -0.32427191, 'percent_change_24h': -0.08492604, 'percent_change_7d': 0.9870808, 'percent_change_30d': -1.27182252, 'percent_change_60d': -9.01878529, 'percent_change_90d': -1.8224091, 'market_cap': 1535576221.5796642, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 23286926820.14, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
20787,Fellaz,FLZ,fellaz,6,2022-06-27T17:12:31.000Z,ethereum-ecosystem,2000000000.0,471874940.0,2000000000.0,Ethereum,"{'price': 2.5863928696060556, 'volume_24h': 3349087.9278398, 'volume_change_24h': -2.0751, 'percent_change_1h': 0.00370263, 'percent_change_24h': -5.2608499, 'percent_change_7d': 16.95084261, 'percent_change_30d': 43.39469225, 'percent_change_60d': 18.81567862, 'percent_change_90d': 1.65323755, 'market_cap': 1220453980.1617854, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 5172785739.21, 'tvl': None, 'last_updated': '2024-09-16T02:25:00.000Z'}"
23054,Cheelee,CHEEL,cheelee,21,2023-02-13T15:17:51.000Z,,,56797260.76021942,1000000000.0,BNB Smart Chain (BEP20),"{'price': 17.305851355155237, 'volume_24h': 5614707.63334651, 'volume_change_24h': 2.5333, 'percent_change_1h': 0.0740189, 'percent_change_24h': -1.25561135, 'percent_change_7d': -5.42451815, 'percent_change_30d': -19.36020322, 'percent_change_60d': -20.53500569, 'percent_change_90d': -11.94944609, 'market_cap': 982924952.0963486, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 17305851355.16, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
22615,Fasttoken,FTN,fasttoken,45,2022-11-09T14:57:06.000Z,,1000000000.0,304850250.0,880000000.0,N/A,"{'price': 2.4874474101590742, 'volume_24h': 66042745.35283907, 'volume_change_24h': 17.0958, 'percent_change_1h': -0.08521513, 'percent_change_24h': -2.07687458, 'percent_change_7d': -1.27567126, 'percent_change_30d': -0.8730173, 'percent_change_60d': 7.71749413, 'percent_change_90d': 12.21049995, 'market_cap': 758298964.8488463, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 2487447410.16, 'tvl': None, 'last_updated': '2024-09-16T02:25:00.000Z'}"
6952,Frax,FRAX,frax,705,2020-09-08T00:00:00.000Z,"defi, stablecoin, yield-farming, seigniorage, avalanche-ecosystem, lending-borowing, polygon-ecosystem, fantom-ecosystem, arbitrum-ecosytem, moonriver-ecosystem, usd-stablecoin, optimism-ecosystem",,649434270.5191422,1044853133.2587842,Ethereum,"{'price': 0.9970351342379421, 'volume_24h': 2755089.72208019, 'volume_change_24h': -29.4506, 'percent_change_1h': 0.00092666, 'percent_change_24h': -0.01063696, 'percent_change_7d': -0.02841393, 'percent_change_30d': 0.04145119, 'percent_change_60d': 0.00387604, 'percent_change_90d': -0.05847326, 'market_cap': 647508785.0857729, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 1041755283.98, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
29270,Aerodrome Finance,AERO,aerodrome-finance,149,2024-02-02T07:15:19.000Z,"defi, amm",,615102512.0515789,1263541291.8063338,Base,"{'price': 0.6221811148625039, 'volume_24h': 9229797.83048583, 'volume_change_24h': -5.1785, 'percent_change_1h': -0.68375649, 'percent_change_24h': -8.84645342, 'percent_change_7d': 18.05090539, 'percent_change_30d': -3.41454686, 'percent_change_60d': -33.71890657, 'percent_change_90d': -23.37868808, 'market_cap': 382705166.70297813, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 786151529.61, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
